Date,Startup,Industry Vertical,SubVertical,City,Investor,Type,Amount in cr
2015-11-26,Goqii,Fitness Tracking Management Solutions,,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private,111.22
2015-11-26,Grofers,Hyper-local Grocery Delivery platform,,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private,996.0
2015-11-26,Pluss,Hyperlocal healthcare product Delivery Service provider,,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private,8.3
2015-11-27,Kountmoney,Online Lending Marketplace,,Bengalore,"Tracxn, Ashish Goenka & Others",Seed,0.0
2015-11-27,Stayglad,On Demand Beauty Services Platform,,Bengalore,"Bessemer Venture Partners, Anil Chopra",Private,0.0
2015-11-27,Justride,Self Driven Rental Car Platform,,Mumbai,Undisclosed,Private,16.6
2015-11-27,Fastudent,Education Content etailer,,Noida,Ashish Gupta,Seed,0.0
2015-11-27,Learnon,Clud based Learning platform,,Chennai,JMR Infotech India Pvt Ltd,Seed,0.0
2015-11-28,Talentrack,Talent Exchange & Talent Services Marketplace,,New Delhi,Unigrowth Inc,Seed,0.0
2015-11-30,M-Taxi,Two-Wheeler Taxi Service,,Gurgaon,"Mandeep Singh, Jairaj Singh",Seed,0.0
2015-11-30,Baxi,Two-Wheeler Taxi Service,,Gurgaon,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",Seed,12.035
2015-11-30,Superhero Brands,character merchandize sales platform,,Mumbai,DSG Consumer Partners,Seed,4.482
2015-11-30,Momagic,Mobile Application Developer,,New Delhi,FIH Mobile Ltd,Private,0.0
2015-11-30,Qikpod,Ecommerce Delivery locker services,,Bengalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private,74.7
2015-11-30,Butterfly Interactive,extra curricular activities marketplace app,,New Delhi,Undisclosed investors,Seed,0.0
2015-10-01,Bro4U,Hyperlocal Online Home services provider,,Bengalore,Sargod Ventures,Seed,0.0
2015-10-01,Indifi,Easy Business Loans platform,,Gurgaon,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed,0.0
2015-10-01,Wydr,Performance based Wholesale Marketplace,,New Delhi,Sandeep Aggarwal,Seed,0.0
2015-10-01,Easyfix,Professional Services Marketplace,,Gurgaon,Axilor Ventures,Seed,0.0
2015-10-01,Muvizz,Movie-on-demand platform,,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed,2.905
2015-10-01,Abhibus,us ticketing and fleet management platform,,Hyderabad,Paytm (One97 communications),Private,0.0
2015-10-02,Cleartax,Online Income Tax Filing platform,,New Delhi,Paytm (One97 communications),Private,0.0
2015-10-03,Shopalyst,Product discovery & recommendation platform,,Bengalore,Kalaari Capital,Private,16.6
2015-10-05,Chillr,Mobile Payments App,,Mumbai,Sequoia Capital,Private,49.8
2015-10-05,Nykaa,Beauty & Wellness Products e-tailer,,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private,78.85
2015-10-05,Voylla,Fashion jewelry and accessories e-tailer,,Jaipur,Peepul Capital,Private,124.5
2015-10-05,Indialends,Online Consumer Lending platform,,New Delhi,"DSG consumer Partners, Paragon Partners",Private,8.3
2015-10-06,Rock N Shop,Premium Apparel shopping portal,,New Delhi,High Networth Individuals (undisclosed),Seed,1.245
2015-10-06,Docplexus,Exclusive Platform for Doctors & Healthcare professionals,,Pune,"Uniqorn ventures, ASP Consulting",Seed,5.81
2015-10-06,Workindia,Job Board,,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed,4.15
2015-10-06,Sportzvillage,Sports Management & Physical Education Business,,Bengalore,Gaja Capital Private Equity Fund,Private,83.0
2015-10-06,Sportybeans,multi-sport program for preschoolers,,Pune,YouWeCan Ventures,Seed,0.0
2015-10-06,Burger Singh,QSR & Online delivery portal,,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed,4.15
2015-10-07,Welcome Cure,Online Homeopathy Clinic,,Mumbai,Unnamed Media house and HNIs,Private,49.8
2015-10-07,Schoolguru,E-Learning Service Provider,,Mumbai,High Networth Individuals from India & USA,Private,24.9
2015-10-07,Naturally Yours,Organic Food etailer,,Mumbai,Sanjay Mehta,Seed,0.0
2015-10-07,Gojavas,Delivery & Logistics Service provider,,Gurgaon,Snapdeal,Private,166.0
2015-10-07,Scandid,Product Discovery & comparison App,,Pune,Micromax Informatics,Private,0.0
2015-10-08,Stalkbuylove,Online Apparels Fashion brand,,New Delhi,"Mato Peric, Peter Kabel & others",Private,0.0
2015-10-08,Zupermeal,Home Cooked Food marketplace & Delivery,,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private,16.6
2015-10-08,Cube26,Gesture based Mobile Development,,New Delhi,"Tiger Global Management, Flipkart",Private,63.91
2015-10-08,Mobikon,Hotel Mobile CRM Software platform,,Pune,"Life.SREDA, Qualgro",Private,0.0
2015-10-08,Grabhouse,Rental Accommodation Search platform,,Bengalore,Sequoia and Kalaari Capital.,Private,83.0
2015-10-09,Quifers,Logistics Tech Platform,,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed,2.573
2015-10-09,Stockroom.Io,Developer Portfolio Showcase platform,,Hyderabad,Undisclosed Investors,Seed,0.581
2015-10-09,Curofy,Doctors Network Mobile App,,New Delhi,RoundGlass Partners,Private,0.0
2015-10-09,Cloud Lending,End-to-End Lending platform,,Bengalore,SF Capital Group,Private,66.4
2015-10-09,Inayo,on-demand healthcare marketplace,,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed,2.49
2015-10-09,Wonobo,360-degree view creating platform,,Bengalore,Quikr,Private,0.0
2015-10-09,Kulzy,Advertising & Marketing Community Networking platform,,New Delhi,"Seedfund, Bedrock Ventures",Seed,8.3
2015-10-12,Zeppery,Food Ordering & Delivery App,,New Delhi,Suyash Sharma,Seed,0.6391
2015-10-12,Zify,Ride Sharing platform,,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed,1.577
2015-10-12,Faircent.Com,Online P2P lending marketplace,,Gurgaon,Aarin Capital Partners,Private,0.0
2015-10-12,Bizongo,B2B marketplace for industrial goods,,Mumbai,Accel Partners,Seed,0.0
2015-10-12,Gridle,Cloud Based Collaboration platform,,Ahemdabad,LetsVenture,Seed,0.83
2015-10-12,Tripoto,global community for travellers,,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private,0.0
2015-10-13,Mubble,Prepaid Bill manager App,,Bengalore,Accel Partners,Private,0.0
2015-10-13,Voodoo,Mobile Only Shopping Assistant,,New Delhi,SAIF Partners,Seed,8.3
2015-10-14,Lookup,Mobile Messaging Assistant App,,Bengalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private,20.75
2015-10-14,Askmygift,Personalized Wish List creator app,,Noida,Turning Ideas,Seed,0.415
2015-10-14,Gaana.Com,Music Streaming mobile app,,Mumbai,Micromax Informatics Ltd,Private,0.0
2015-10-14,Zappfresh,Raw Meat & Ready to eat food etailer,,Gurgaon,Undisclosed Investors,Seed,0.6391
2015-10-15,Gymtrekker,Gym Discovery platform,,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed,0.0
2015-10-16,Bounty App,Online Purchase rewards app,,Bengalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed,0.0
2015-10-16,Homers.In,Home rental platform,,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed,0.0
2015-10-16,Mshipper,Crowdsourced Delivery platform,,New Delhi,Vijai Laxmi,Seed,0.0
2015-10-17,Bolrealty,Real Estate Insights platform,,New Delhi,Manpreet Singh,Seed,0.0
2015-10-19,S-Cube Futuretech,Structural & Civil Engg Service Automation,,Mumbai,Parampara Capital,Private,8.3
2015-10-19,Letsventure,Startup Funding Marketplace,,Bengalore,"Accel Partners, Anupam Mittal & other marquee investors",Private,0.0
2015-10-19,Citrus Payment,Payments Solution platform,,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private,207.5
2015-10-20,Holidify,Travel Destination Discovery platform,,New Delhi,Aarti Group,Seed,0.83
2015-10-20,Primaseller,Order Fulfillment SAAS platform,,Bengalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed,0.0
2015-10-20,Opinio,Last Mile Delivery Service,,Bengalore,"Delhivery, Sands Capital and Accel Partners",Private,58.1
2015-10-20,Attune Technologies,Healthcare IT Solutions & services,,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private,83.0
2015-10-21,Ichef.In,Gourmet Meals Delivery,,Mumbai,Springboard Ventures,Private,0.0
2015-10-21,Jiyo Natural,Healthy Meals Food delivery platform,,Bengalore,Indian Angel Network,Seed,0.0
2015-10-21,Agentdesks,Real Estate Mobile CRM,,USA,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed,24.485
2015-10-21,White Owl Brewery,Micro-Brewery,,Mumbai,"Arihant Patni, RAAY Global Investments",Private,12.699
2015-10-21,Mealhopper,Home Made Food Marketplace,,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed,0.83
2015-10-21,Zenify,residential rental management platform,,Bengalore,"Atul Jalan, Shrikanth & Bharath",Seed,5.312
2015-10-23,Stockal,Personalized Stock Intelligence Platform,,Bengalore,"R Natarajan, Mohan Alexander",Seed,0.0
2015-10-23,Medd,Personal Diagnostic Mobile App,,Mumbai,Group of Angel investors,Seed,1.245
2015-10-23,Leaping Caravan,Online food ordering & Delivery service,,Gurgaon,Group of Angel investors,Seed,1.245
2015-10-23,Frsh,Online food ordering & Delivery service,,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private,8.3
2015-10-26,Qik Stay,Hotel Aggregator & booking platform,,New Delhi,ID Enablers Pvt Ltd,Seed,2.075
2015-10-26,Parcelled,Online Logistics Platform,,Bengalore,Delhivery,Private,41.5
2015-10-26,Almamapper,Online Student & Campus Social Networking platform,,Ahemdabad,Oswal Techno Ventures LLP,Seed,3.32
2015-10-26,Flexing It,Professionals & Project Search Marketplace,,New Delhi,undisclosed private investors,Seed,4.15
2015-10-26,Netmeds,Online Pharmacy,,Chennai,"OrbiMed, Pradip Dadha Group",Private,415.0
2015-10-27,Razorpay,Online Payment Gateway,,Jaipur,"Tiger Global Management, Matrix Partners",Private,74.7
2015-10-27,Jombay,Psychometric Test Online Software,,Pune,Ventureworks India,Private,0.0
2015-10-27,Happitoo,Location based Nightlife recommendation\\xc2\\xa0 Platform,,Mumbai,Unnamed investor,Seed,0.6391
2015-10-27,Care24,Professional Health Services Platform,,Mumbai,India Quotient,Seed,2.905
2015-10-27,Roadrunnr,Hyperlocal Logistics Service,,Bengalore,"Sequoia Capital, Nexus Venture Partners",Private,83.0
2015-10-28,Simpli5D,Online user engagement platform,,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private,0.0
2015-10-28,Origa Leasing,Asset Financing platform,,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed,9.13
2015-10-28,Smartivity,Virtual Reality activity based learning platform,,New Delhi,S Chand and Co Pvt Ltd,Seed,1.66
2015-10-29,Urdoorstep,Online Grocery Store,,Bengalore,Jupiter Capital,Private,0.0
2015-10-29,Tavaga,Investment management platform,,Mumbai,Tracxn Syndicate,Seed,0.0
2015-10-29,Moglix,Industrial Toons Marketplace,,Noida,"Accel Partner, Jungle Ventures",Private,0.0
2015-10-30,Zophop,Public Commute helper App,,Mumbai,"Amit Singhal, PK Gulati & others",Seed,3.735
2015-10-30,Niki.Ai,Artificial Intelligence,,Bengalore,Unilazer Ventures,Seed,0.0
2015-10-30,Instavans,Truck Aggregator & Logistics service,,Bengalore,Suresh Vaswani,Seed,0.0
2015-10-30,Lifto,Ridesharing Mobile app,,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed,1.079
2015-10-30,Tinyowl,Food Discovery & Delivery Mobile app,,Mumbai,"Sequoia Capital, Matrix Partners",Private,62.25
2015-10-30,Toppr,Competitive exam learning platform,,Mumbai,InnoVen Capital,Private,16.6
2015-10-30,Kleeto,Document Digitization platform,,Gurgaon,GREX,Seed,1.909
2015-10-31,Beaconstalk,proximity marketing & Mobile Advertising platform,,Mumbai,Puneet Bhatia & others,Seed,0.664
2015-09-01,Jugnoo,Autorickshaw Aggregator & Booking platform,,Chandigarh,Paytm,Private,83.0
2015-09-01,Toflo,FinTech Startup Incubation platform,,Mumbai,Tania Johny Palathinkal,Seed,0.83
2015-09-01,Fxmartindia,Payment Services platform,,Chandigarh,Flipkart,Private,0.0
2015-09-01,Stylecracker,Personalized Styling platform,,Mumbai,Group of HNI investors,Private,8.3
2015-09-02,Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,,Gurgaon,Reliance Capital,Private,7.47
2015-09-02,Holachef,Food Delivery Platform,,Mumbai,Ratan Tata,Private,0.0
2015-09-02,Zivame,Online Lingerie Marketplace,,Bengalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private,332.0
2015-09-03,Capillary Tech,Cloud software solutions,,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private,373.5
2015-09-03,Jobspire,Job Search Platform,,Bengalore,Purvi Capital,Seed,2.158
2015-09-03,Meradoctor,Doctor consultancy Mobile App,,Mumbai,India Quotient & other investors,Seed,0.0
2015-09-03,Vistaar Finance,Small Business Financing (NBFC),,Bengalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private,332.0
2015-09-04,Hijinny,Beauty & Wellness Services Marketplace,,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed,0.0
2015-09-04,Clapsnslaps,Online Movie Review Platform,,Mumbai,R M Picture Company Pvt. Ltd.,Seed,1.245
2015-09-04,Black White Orange Brands,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,,Mumbai,Ashish Jhalani,Seed,0.83
2015-09-07,Roomcentral,Cloud-based Hotel Booking Platform,,Bengalore,Karanpal Singh,Seed,16.6
2015-09-07,Youthkiawaaz,Community Driven News/Views Platform,,New Delhi,"Raghav Bahl, Ritu Kapur",Seed,4.98
2015-09-07,Prozo,Study Material Marketplace,,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed,1.7015
2015-09-07,Zomato,Restaurant Ratings & Reviews platform,,Gurgaon,"Temasek, Vy Capital",Private,498.0
2015-09-08,Sahayog Dairy,Dairy Based Product Manufacturer,,Bhopal,Acumen Fund,Private,14.94
2015-09-08,Mockbank,Government Test Preparation platform,,Bengalore,Blume Ventures,Seed,3.32
2015-09-08,Reportbee,Smart Report Cards for Schools,,Chennai,India Educational Investment Fund,Seed,0.0
2015-09-10,Gurug Learning,Teacher empowerment platform,,Bengalore,India Educational Investment Fund,Seed,0.0
2015-09-10,Onlinetyari,Multilingual Test Preparation Platform,,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private,6.391
2015-09-10,Industrybuying,Industrial Tools Marketplace,,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private,76.36
2015-09-11,The/Nudge Foundation,Non Profit Organization to alleviate poverty,,Bengalore,"Nanadan Nilekani, InMobi, Paytm",Seed,2.6145
2015-09-11,Fitmein,Gym & Fitness Studios Subscription platform,,New Delhi,Green House Ventures,Seed,0.83
2015-09-11,Envoged,pre-used luxury item Marketplace,,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed,0.0
2015-09-11,Zapyle,pre-used apparel shopping mobile app,,Bengalore,Undisclosed,Seed,8.3
2015-09-12,Renomania,Home Design & D\\xc3\\xa9cor platform,,New Delhi,Subodh Gupta,Seed,0.0
2015-09-12,Credr,Used Vehicles Marketplace,,Mumbai,Eight Road Ventures,Private,124.5
2015-09-14,Yatragenie,Online Bus & Cab ticketing platform,,Hyderabad,Ash Bhardwaj,Private,0.0
2015-09-14,Canvasflip,Mobile App testing platform,,Hyderabad,Bessemer Venture Partners,Seed,9.96
2015-09-14,Shadowfax,Hyperlocal Delivery Services,,Gurgaon,Eight Roads Ventures,Private,74.7
2015-09-14,Ue Lifesciences,Early Cancer Detection Solutions,,USA,"Aarin Capital, Unitus Seed Fund",Private,24.9
2015-09-15,Ola,Cab rental Mobile app,,Bengalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private,1867.5
2015-09-15,Coverfox,Online Insurance Distribution Platform,,Mumbai,Cataraman Ventures,Private,16.6
2015-09-15,Moengage,Mobile Marketing Automation Platform,,Bengalore,"Helion Venture Partners, Exfinity Ventures",Private,35.275
2015-09-15,Mubble,Prepaid Mobile Bill Manager App,,Bengalore,Nandan Nilekani,Seed,0.0
2015-09-15,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed,8.3
2015-09-15,Room On Call,Branded Budget Hotel Marketplace,,Noida,Payal Syal,Seed,2.49
2015-09-16,Fyne,Home Fitting & Fixtures Marketplace,,Bengalore,Sandeep Dama & Others,Seed,0.0
2015-09-16,Chai Point,Food Subscription platform,,Bengalore,Eight Roads Ventures,Private,83.0
2015-09-16,Wedmegood.Com,Wedding Planning Platform,,Gurgaon,Indian Angel Network,Seed,3.403
2015-09-17,Xstok,B2B Mobile Auction Marketplace,,Mumbai,Oliphans Capital,Seed,3.735
2015-09-17,Unilog,ECommerce Data Analytics Platform,,Bengalore,Kalaari Capital,Private,0.0
2015-09-17,Paintcollar,Designer Merchandize Marketplace,,Mumbai,Applyifi,Seed,0.0
2015-09-17,Yepme,Private label Fashion eTailer,,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private,622.5
2015-09-18,Bueno,Online Food ordering & delivery,,Gurgaon,High Networth Individuals (No details),Seed,4.98
2015-09-18,Plabro,Real Estate Broker Platform App,,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed,2.905
2015-09-18,Curejoy,Online Health & Wellness platform,,Bengalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private,9.545
2015-09-18,Briston Technomach,Internet of Things platform,,New Delhi,Undisclosed,Seed,1.245
2015-09-19,Labstreet,Diagnostic Labs aggregator platform,,Gurgaon,Multiple investors,Seed,1.245
2015-09-21,Daily Ninja,Hyperlocal Delivery Platform,,Bengalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed,0.0
2015-09-21,Porteamedical,Home Medical Care Services,,Bengalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private,311.25
2015-09-21,Neotrade Analytics,Real-Time stock data platform,,Bengalore,Rainmatter,Seed,1.9505
2015-09-21,Dishco,Food discovery & table booking app,,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed,0.0
2015-09-21,Lafalafa,coupons and cashback aggregator app,,Mumbai,500 Startups,Seed,1.0375
2015-09-22,Connectabank,Financial Products lead generation platform,,Mumbai,Prakhar Bumb,Seed,0.0
2015-09-22,Villfarm,Sustainable Agri-inputs Firm,,Bengalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed,0.0
2015-09-22,Bestdealfinance,Financial Services Portal,,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private,24.9
2015-09-22,Gamexs.In,Pre-owned games Marketplace,,New Delhi,Lead Angels,Seed,0.0
2015-09-22,The Man Company,Content-based Subscription eCommerce platform,,New Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed,0.0
2015-09-22,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",,Bengalore,Swarnim Multiventures,Private,6.64
2015-09-22,Furdo,Online Interior Designing platform,,Bengalore,Bhavdeep Reddy,Seed,3.32
2015-09-22,Loginext,End-to-end Logistics platform,,Mumbai,Paytm,Private,83.0
2015-09-23,Korra,Private Label Apparel sales,,New Delhi,Asha Jadeja Motwani & Others,Seed,2.49
2015-09-23,Credihealth,Healthcare Consulting platform,,Gurgaon,Rajat Malhotra,Seed,0.0
2015-09-23,Amigobulls,Stock Market Portal,,Bengalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed,0.0
2015-09-23,Silverpush,Cross-device retargeting platform,,Gurgaon,M&S Partners,Private,9.96
2015-09-23,Juggernaut,Digital & Physical Publishing platform,,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private,18.675
2015-09-24,Innerchef,Food Delivery Platform,,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private,14.525
2015-09-24,Quintype,Data Driven Publishing platform,,Bengalore,Raghav Bahl,Private,27.39
2015-09-24,Capabiliti,Employee OnBoarding & Orientation platform,,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed,3.32
2015-09-24,Fourth Partner Energy,Solar Power Solutions company,,Hyderabad,"Infuse Ventures, The Chennai Angels",Private,16.6
